total_fund,total_profit,avg_profit,count,total_fund_ml,total_profit_ml,avg_profit_ml,count_ml,perc_avg_profit_inc,perc_rejected_by_ml,perc_fund_dec,perc_profit_inc
141848100.0,5812025.4168432450643,581.2025,10000,138617900.0,5937494.8262534390613,605.3109,9809,4.148020698465681066409728106813030,1.91,2.277224721374484395631665140386089,2.158789757639114028955138325991569
